slice,phase_gradient_mean,phase_gradient_std,hermitian_error_mean,hermitian_error_std,mean_coherence,phase_entropy,phase_quadrant_variance
1,1.5871814899115488,0.9233401806243992,1.5674794135619763,0.9142079316743178,0.032718112969237836,27.006334324318164,1.4664398556071422e-05
2,1.5928502188220106,0.9195344301356279,1.5722426689003073,0.9165552105097816,0.03314357569042541,27.006398711863824,2.0367228360801384e-06
3,1.6277638923172473,0.9129175639443254,1.555691750064559,0.9159275631462829,0.037718186126137865,27.006946720016728,1.1114734460383692e-06
4,1.6521831529144426,0.8903773372764936,1.5574581849186897,0.9002388467182518,0.03595380848385526,27.00646778025488,1.3444717120620908e-07
5,1.631993004921312,0.9134176694486438,1.5932077969267966,0.911944253783784,0.032418675636713586,27.00607072502594,2.4302499311076257e-06
6,1.6386535929040822,0.9140051965665636,1.5893401199996426,0.9127228541701966,0.03448473509161367,27.006601441659328,1.8641067225683831e-06
7,1.6132864103656623,0.9133515743389199,1.6118577945596333,0.9120821002918273,0.036315688472431974,27.006774192247942,2.940729443056772e-07
8,1.7242177217285866,0.8946355122779711,1.5986126848559516,0.917660108252607,0.03636047348502942,27.006193825022123,2.408413284493888e-06
9,1.7531662271252868,0.8868092775341461,1.5154522441088154,0.9116504305601493,0.03521166462940175,27.006186955328673,2.1110327035184336e-06
10,1.8105727929942437,0.8705561093515471,1.5367063423839524,0.9054611736683977,0.033804119076071705,27.005402632189913,1.0869120548185684e-07
11,1.7904654186549738,0.8895011417538328,1.568463218019764,0.9131046838115111,0.0335083438602976,27.006570647175238,5.934925995868813e-07
12,1.8329876686637525,0.8851708083263102,1.5480526209797245,0.925180478522403,0.038337183288305786,27.006010662720954,6.377420060698645e-07
13,1.8326088903326276,0.8706050044045055,1.5527066829978597,0.9356657628227579,0.03562140406954487,27.00611757679108,3.4297394098324874e-06
14,1.8627098591177402,0.8554162567402464,1.569692998710837,0.9299783050072234,0.035187126459820035,27.006392394939237,5.242688593672637e-08
15,1.8291599407892556,0.8693501999121438,1.535384021147106,0.9256050271218392,0.031114993951157823,27.006803222896067,7.493847423137762e-07
16,1.7876001826366053,0.8776649308335656,1.642632060920607,0.9112385614448287,0.03666369651417614,27.006017173453955,1.0121452828780512e-08
17,1.7799899286837526,0.8869818205966248,1.5308248534017814,0.910882466057798,0.03687201555412437,27.00597633853243,4.305646772857035e-08
18,1.8296439364273254,0.8878416395648566,1.5091782039952921,0.8984048285559705,0.03443765285501079,27.006082613764637,5.528134278365748e-07
19,1.838109062204672,0.8928337372097663,1.4204223864220857,0.9032530825861612,0.03471958275097129,27.006136888934435,2.4302009823247774e-06
20,1.852016600619129,0.8997623899524807,1.3922467487547765,0.9011669424970716,0.03484972289898368,27.00682228055459,3.77134907856082e-06
21,1.8663874809754353,0.9028025456851547,1.3520330850508184,0.9027622565478204,0.03519338223768709,27.006407429757317,4.076511351352737e-06
22,1.6944202657015297,0.923174605623996,1.4865277528508392,0.9127856942140953,0.029765203020249247,27.00653017587196,3.34881774278965e-06
23,1.5630391671131294,0.9280653950834727,1.5635540331128877,0.918003395441643,0.03458363427460615,27.006583106121155,2.8168165140000045e-06
24,1.5454023518244964,0.9254064735563872,1.5445474267108326,0.9196009099002086,0.0339745654978769,27.00662046845941,1.001692340462215e-07
