slice,mean,std,skewness,kurtosis,energy,entropy,center_ratio,lr_asymmetry,tb_asymmetry,angular_uniformity
1,38263.91731567292,16797922.34061167,511.99326410065913,262136.40129806727,7.396960740011906e+19,29.319222625252674,0.9999999996867773,1.9789240899362615,1.954891762584124,-4.916058546303516
2,38487.6243325757,16799339.37720142,511.9926040590869,262135.95057315278,7.398209219660795e+19,30.375496890198832,0.9999999996737616,1.979040543004067,1.9558459250018465,-4.91605529678113
3,38646.83964616119,16798791.219035923,511.9929900884334,262136.21419692007,7.397726748645076e+19,30.530906717942557,0.999999999683475,1.9769653540782093,1.9543605869046827,-4.916057116840352
4,39165.2934238033,16799871.660604466,511.9925421459848,262135.90833842603,7.398679425397293e+19,29.502921889677417,0.9999999996076755,1.9726896320155256,1.9537741072962431,-4.91605501987823
5,39498.14890600458,16800128.96854018,511.9925207004568,262135.89372493804,7.398906749605639e+19,30.25603915910395,0.9999999996256272,1.9759021218006567,1.953990688217228,-4.916054769529086
6,39763.07803833664,16802004.87569837,511.9921109821193,262135.61390378515,7.400559711233432e+19,30.404708215076145,0.9999999995736615,1.9765688548220575,1.9556491286543287,-4.916052959752922
7,40051.62552091628,16803093.56815911,511.99178934869894,262135.39424803425,7.401519384966385e+19,29.953051345215517,0.9999999994950975,1.9767301208773298,1.9547938084937868,-4.916051279904539
8,40644.28445161912,16802389.98892183,511.99170823866837,262135.33891014956,7.400900822241876e+19,29.45625990662134,0.9999999993445422,1.9716711698407563,1.9488851713264728,-4.916050044359218
9,41105.97910877421,16801586.730205677,511.99181158822574,262135.40955189586,7.400194214570023e+19,30.434615759728057,0.9999999992259656,1.9694080635109648,1.9453970460298318,-4.916049572245867
10,41640.06614855949,16801851.881411735,511.99176502044844,262135.37776549638,7.400428943179989e+19,28.9713858505575,0.9999999990424252,1.9659236536292783,1.939721827007875,-4.916048852224385
11,41584.30026654196,16803544.099298287,511.99187116697465,262135.45014271126,7.401919572897722e+19,29.53578534133259,0.9999999989906792,1.9656978604352509,1.9405357986066445,-4.916050439401102
12,41732.098930492495,16803525.58314445,511.99214546841057,262135.63739764734,7.401903583172259e+19,30.16037067500354,0.9999999987890115,1.9604580675440337,1.938661286127679,-4.916052509695136
13,41954.09795308713,16802694.760518976,511.9923044433572,262135.7459968575,7.401172142955086e+19,30.196575708228394,0.9999999985746664,1.9560475460014166,1.9382988273213626,-4.916052870877146
14,42340.3520191963,16803308.564431857,511.99182226342975,262135.4167675967,7.401713733911657e+19,29.974795406612714,0.9999999984423799,1.9536251233375248,1.9382423360082361,-4.9160496617892155
15,42165.7774751267,16803571.785461113,511.99146729063915,262135.17436981297,7.401945240749607e+19,30.411247368588985,0.9999999984259321,1.9524957468346136,1.9441699412197864,-4.916047415581438
16,41541.82404929593,16803856.794357173,511.99135288057363,262135.0961518326,7.40219496401231e+19,30.428749886483576,0.9999999986616515,1.9642058469820345,1.94983654095647,-4.916047372902984
17,40672.644784246164,16803247.398036733,511.991567035251,262135.24232624,7.401656218646267e+19,29.560002109333677,0.9999999991593886,1.9722861802844442,1.9520591879029998,-4.916049293507151
18,39798.37665977891,16801786.285353865,511.99190717345823,262135.4746303884,7.400367227915205e+19,30.310164395771835,0.999999999562029,1.9729715924518019,1.9521716891945264,-4.9160510673735525
19,38980.348733119856,16800839.84956685,511.99220452833265,262135.67766131563,7.399531849144889e+19,30.62521288863126,0.9999999997546543,1.9724498803402817,1.9533753141998984,-4.91605294851165
20,38320.05825225114,16799149.545370642,511.9923411978822,262135.77100050394,7.398041685186082e+19,30.15144033175187,0.9999999998251633,1.974902288673276,1.952879478705778,-4.9160537827522655
21,37482.99126795548,16796880.135112192,511.99287779730145,262136.13742661514,7.396041352752952e+19,29.68024676531433,0.9999999998720064,1.9758628555623277,1.952957295387159,-4.916056979726847
22,36491.4309082019,16794084.612530127,511.9934600533465,262136.53502987808,7.3935777850288e+19,29.34562249027059,0.9999999999282712,1.9803984759100437,1.9555172327195975,-4.9160602462850935
23,35514.66337777848,16791876.624488253,511.9943462166256,262137.14006414267,7.391631949518602e+19,29.01148982270856,0.9999999999593184,1.981907245475837,1.9564021971595196,-4.916065829977934
24,34780.24319352688,16787910.042461228,511.9955564807226,262137.9664264181,7.388138917307015e+19,28.15116807041025,0.999999999973855,1.9821960808869235,1.9560575797926165,-4.916072348793452
