slice,phase_gradient_mean,phase_gradient_std,hermitian_error_mean,hermitian_error_std,mean_coherence,phase_entropy,phase_quadrant_variance
1,1.7871335175592988,0.9002891404733908,1.535350459493726,0.9158552554062948,0.03202430639815723,27.005992717156403,3.3555529699695983e-06
2,1.7812095844210774,0.8995618440408444,1.5321601875523312,0.9185656569682016,0.03073600985026066,27.006104901783853,2.6621352918302555e-07
3,1.7928118317581916,0.8853315994636985,1.5479757532639074,0.9163180086366285,0.03401542667176657,27.006261282866607,2.679907053206328e-07
4,1.8191709990707683,0.8585608312394948,1.5255030892869186,0.8890903409170152,0.033366107514690296,27.006809402268573,2.4818796572484688e-06
5,1.8240322334501742,0.875937911724175,1.5463994608003055,0.9023191318443753,0.03154340936743291,27.006573451614152,5.233113531761343e-07
6,1.7740026883826916,0.8855303417463661,1.5828880071922709,0.9073365477059278,0.03320618007980122,27.00617190386273,3.4430692404262366e-06
7,1.785198386271653,0.8806341914993994,1.5959648799982342,0.9118919812822672,0.03174542375347591,27.006173025760976,1.7467303392134834e-06
8,1.8077067919499448,0.8764530140461237,1.5952031890713627,0.9080581523068485,0.031134549957976317,27.00612059239967,5.216379705965451e-07
9,1.824184389428571,0.8662589155299711,1.554039779167339,0.8949739863906981,0.030212837334932904,27.007027675385864,1.1655796429083697e-06
10,1.8642267797423708,0.8581002906355677,1.546913199937979,0.8994227543703736,0.02963267586775586,27.005749941898635,1.5471050636851905e-08
11,1.8532415322456424,0.8784775851019112,1.549624343492754,0.916622840951861,0.033576036956704365,27.00658117514179,1.455326777882404e-07
12,1.8540276903542734,0.8783022631498145,1.5627362095238102,0.9280770171096593,0.032840853837891024,27.005244121579455,1.5585588760945e-07
13,1.8337948495007028,0.8770630241433757,1.5701979218640565,0.9480895556759924,0.03312260606768505,27.004439932929927,3.677456031021556e-07
14,1.83385251511246,0.8810352008276279,1.5821260835329212,0.9496288982062834,0.031293988199026804,27.005943568543376,2.2562632180068934e-08
15,1.8136264250815692,0.8926880819083441,1.564635896431684,0.9526193055010027,0.032922870077000496,27.00687116357598,1.6795262944829499e-06
16,1.7872227093844923,0.8975451346068093,1.6847930550878407,0.9179859139643145,0.032492392170989016,27.00691159115722,2.3321331708997708e-07
17,1.7563277570429268,0.901620193004119,1.612838543214753,0.9149760925709232,0.032199539426754936,27.00626194148451,2.970097031057073e-07
18,1.7724443484220807,0.909667703028475,1.5557135155099064,0.9133445589499899,0.031192778575312087,27.006574361859165,3.428473802586548e-07
19,1.8124845264981229,0.9110129123341668,1.5069830540853366,0.916833611988871,0.031241928955978725,27.00657864989639,2.7060819381145356e-08
20,1.8334320222417002,0.9162850479998408,1.4694653096664654,0.9202802693418118,0.03105903968547732,27.006201520980877,1.0624640487313992e-06
21,1.8387668673360156,0.9195039291763591,1.4729227317377283,0.9270122629356377,0.026568759399393096,27.005898900933765,1.7726708142781773e-08
22,1.8117735321417423,0.92767883659974,1.4897600363390051,0.9350419365873098,0.030995289432758442,27.006030519222257,4.248029452281252e-07
23,1.8149550059751491,0.9283330825719998,1.4548599114392782,0.9343619104863712,0.032475500952620036,27.006078043131453,7.122626960135097e-07
24,1.77094004225641,0.9214855285519015,1.481570776278625,0.9254215683370848,0.028846452188498736,27.006006081704122,3.606248349225666e-07
