slice,phase_gradient_mean,phase_gradient_std,hermitian_error_mean,hermitian_error_std,mean_coherence,phase_entropy,phase_quadrant_variance
1,1.8418898233714294,0.8976111096775095,1.2657170923546275,0.877743513628687,0.02799947073493428,27.005483967659558,2.332216344884036e-06
2,1.8086882432175466,0.9022377213651938,1.348287171882575,0.8914607948398718,0.03157912360112435,27.006396253125487,3.9206493534082095e-07
3,1.8406602549804063,0.8933574068223127,1.344121567737719,0.8777423629814447,0.030223542063852353,27.006295823740246,2.2770629410387117e-07
4,1.8222769996608186,0.8834774701570893,1.335783591247758,0.8874975131614802,0.027086860301540637,27.00633311477304,1.9948150182401393e-05
5,1.7831601655210636,0.8989705851495364,1.4395988081415811,0.8950721334588027,0.03153897995838822,27.006053689464064,6.246057563786516e-07
6,1.7835095466508637,0.8946064211967837,1.4613969023195725,0.8902448396543485,0.03140546937307769,27.00611380429293,1.7987503271414506e-06
7,1.701737278265631,0.9091479277513463,1.4901533543958272,0.9002666706745548,0.027507837144426717,27.006649963510203,4.3720558907941857e-07
8,1.6007232507252607,0.9111942392735368,1.5866928375799638,0.9125843597239655,0.03373298709712679,27.005848201506858,2.749825501232957e-06
9,1.5842273011969374,0.9096523878482765,1.607834793591033,0.9117583306324321,0.03130340730498323,27.006059602610485,1.150059326435114e-06
10,1.529735178312868,0.9119892364217556,1.618025737509276,0.908721896748018,0.03139806695491722,27.005566292450823,1.1630597585123476e-06
11,1.5759305815236266,0.9060426219756277,1.6928253087421123,0.8967322238623777,0.03191278071919204,27.004930571542587,7.376865455804702e-06
12,1.6048913764903054,0.8910633755219481,1.4913442545488622,0.9146505619284662,0.03578032438185506,27.00572030483057,1.2116764530479205e-06
13,1.5987535503893207,0.8597594014975549,1.5101779432004356,0.9084606780848806,0.03529745132845264,27.006581015444898,6.938463573194258e-07
14,1.7237827012384983,0.8576422869660165,1.4885901122833647,0.9189861643739745,0.03666713299705867,27.006413928647085,2.274002246597329e-06
15,1.6976064287392645,0.876376983492594,1.593117604168846,0.9096957631188963,0.0362170275259948,27.006274925422748,9.93851904752884e-07
16,1.6539191297006592,0.8996883924040415,1.5367907803863214,0.9209266377791856,0.035301712020294064,27.006017587079704,2.8875754651035345e-06
17,1.644987731801443,0.8836707802183668,1.460604563149579,0.9244905396844657,0.037321334207778195,27.004653578485083,2.7858486546594454e-06
18,1.6404838463755649,0.8906746908439449,1.444775067929132,0.9231432210326381,0.03625680580749375,27.00572324579158,1.8668659896131702e-06
19,1.6109887704226997,0.8999406052305602,1.3814886542283173,0.9307421211603268,0.036043917116345796,27.005541966667657,6.913447701805324e-06
20,1.5845178867403225,0.901868045180227,1.4997389687880451,0.9267221553296974,0.038663421170036814,27.006555202299268,2.5423517222165656e-06
21,1.5394878775141816,0.9057638455766879,1.594618835709345,0.9218062103285355,0.03095056548999324,27.00621916639585,2.2342383645424348e-06
22,1.5185247920999552,0.9017624396127637,1.628020357986963,0.921076103722717,0.031230846482555297,27.00633360780946,5.599444318313453e-06
23,1.4748537972779783,0.9028881685000385,1.647552660868957,0.9192992320995982,0.03337081475677239,27.00597374392403,5.896126822754861e-06
24,1.6747857425222206,0.9092040259242844,1.5184126669556557,0.9088249490924052,0.03100813030052835,27.006822451304,2.6751697168403427e-06
25,1.7343810852882493,0.9080271596156673,1.4913083304725823,0.9018727235131108,0.03365196832835213,27.006221807189597,1.531258058836431e-05
26,1.928754768530284,0.8920751441360255,1.3640538945429954,0.8890239503871328,0.034790625587924395,27.006250682459328,1.1486259598221068e-07
27,1.746394500609501,0.9202231775295732,1.5610335681596919,0.9232504046929992,0.031800971274555286,27.006415288806195,2.240939012083089e-06
28,1.5841527024936222,0.936383253981132,1.589740351600595,0.920512310359755,0.030004964500466132,27.005435268517026,3.092517730550024e-06
